condition,round,cq,id
treatment,3,10.568014670385775,ego_trt_100
treatment,3,7.374289748027582,ego_trt_101
treatment,3,8.528613539522345,ego_trt_102
treatment,3,9.762580660302394,ego_trt_103
treatment,3,7.166933745958646,ego_trt_104
treatment,3,4.375811273129655,ego_trt_105
treatment,3,5.280170216833306,ego_trt_106
treatment,3,3.5751610885832603,ego_trt_107
treatment,3,9.635950971,ego_trt_108
treatment,3,7.600017558407638,ego_trt_109
treatment,3,5.433302141253884,ego_trt_110
treatment,3,4.431626589931703,ego_trt_111
treatment,3,6.110438661374667,ego_trt_112
treatment,3,4.886222302637362,ego_trt_113
treatment,3,7.571004808260382,ego_trt_114
treatment,3,5.620660191429053,ego_trt_115
treatment,3,8.567368427,ego_trt_116
treatment,3,7.943325161,ego_trt_117
treatment,3,6.295240989401902,ego_trt_118
treatment,3,11.550969927225708,ego_trt_119
treatment,3,6.083699577646774,ego_trt_120
treatment,3,3.048040468503829,ego_trt_121
treatment,3,3.229723786760271,ego_trt_122
treatment,3,3.6374487193152167,ego_trt_123
treatment,3,4.420400738,ego_trt_124
treatment,3,1.840585888659465,ego_trt_125
treatment,3,4.7816422517092745,ego_trt_126
treatment,3,9.820513100213278,ego_trt_127
treatment,3,9.399966211660484,ego_trt_128
treatment,3,5.180111810269829,ego_trt_129
treatment,3,8.960475137152294,ego_trt_130
treatment,3,8.576289068563238,ego_trt_131
treatment,3,5.0286751706523845,ego_trt_132
treatment,3,7.322599562841097,ego_trt_133
treatment,3,4.602761933,ego_trt_134
treatment,3,5.880717467467308,ego_trt_135
treatment,3,4.432496717973955,ego_trt_136
treatment,3,7.977300997441079,ego_trt_137
treatment,3,5.850797568050662,ego_trt_138
treatment,3,3.61733686,ego_trt_139
treatment,3,11.011795787296762,ego_trt_140
treatment,3,5.3690823288110785,ego_trt_141
treatment,3,5.022229649167526,ego_trt_142
treatment,3,6.729384287172837,ego_trt_143
treatment,3,4.587544051449809,ego_trt_144
treatment,3,5.7193262079989315,ego_trt_145
treatment,3,8.520007469,ego_trt_146
treatment,3,8.442437530755921,ego_trt_147
treatment,3,7.154223001665486,ego_trt_148
treatment,3,4.189024026108781,ego_trt_149
treatment,3,4.715332092120882,ego_trt_150
treatment,3,3.969450080053796,ego_trt_151
treatment,3,4.775183303601442,ego_trt_152
treatment,3,7.0145149373577915,ego_trt_153
treatment,3,9.863451845415964,ego_trt_154
treatment,3,8.333587003902753,ego_trt_155
treatment,3,6.652431137970711,ego_trt_156
treatment,3,4.773606386,ego_trt_157
treatment,3,5.784595082462526,ego_trt_158
treatment,3,3.8361540894132777,ego_trt_159
treatment,3,8.574581518610103,ego_trt_160
treatment,3,4.837056685065287,ego_trt_161
treatment,3,4.951878156819455,ego_trt_162
treatment,3,9.045981416227518,ego_trt_163
treatment,3,9.914165764,ego_trt_164
treatment,3,3.960160685604724,ego_trt_165
treatment,3,6.558945991844777,ego_trt_166
treatment,3,9.992879925914142,ego_trt_167
treatment,3,7.344026930742625,ego_trt_168
treatment,3,1.674783205749454,ego_trt_169
treatment,3,5.121079477790091,ego_trt_170
treatment,3,5.170943040829681,ego_trt_171
treatment,3,4.608941118,ego_trt_172
treatment,3,6.798452712744661,ego_trt_173
treatment,3,5.387030068434034,ego_trt_174
treatment,3,8.438644846,ego_trt_175
treatment,3,3.762902966988521,ego_trt_176
treatment,3,5.864230583,ego_trt_177
treatment,3,5.606564287,ego_trt_178
treatment,3,2.3651689315484243,ego_trt_179
treatment,3,7.218379366203918,ego_trt_180
control,4,5.028317852943694,ego_ctrl_1
control,4,2.5160577863681395,ego_ctrl_2
control,4,6.184960110172156,ego_ctrl_3
control,4,3.2795249803566637,ego_ctrl_4
control,4,6.986567735813234,ego_ctrl_5
control,4,6.624587453826375,ego_ctrl_6
control,4,3.1746255517309434,ego_ctrl_7
control,4,4.396433372143248,ego_ctrl_8
control,4,3.049166251084982,ego_ctrl_9
control,4,3.572659420471976,ego_ctrl_10
control,4,4.210446463973709,ego_ctrl_11
control,4,2.9051038955792334,ego_ctrl_12
control,4,3.081817389,ego_ctrl_13
control,4,4.211224871988825,ego_ctrl_14
control,4,4.430414646176065,ego_ctrl_15
control,4,8.526585939003358,ego_ctrl_16
control,4,1.5363738013851755,ego_ctrl_17
control,4,2.310776872622827,ego_ctrl_18
control,4,8.427856422684473,ego_ctrl_19
control,4,6.262894034706591,ego_ctrl_20
control,4,10.076102842699946,ego_ctrl_21
control,4,5.2461804334496165,ego_ctrl_22
control,4,7.154601814004229,ego_ctrl_23
control,4,6.417321760728706,ego_ctrl_24
control,4,11.955259141167184,ego_ctrl_25
control,4,4.230330005788006,ego_ctrl_26
control,4,7.280936231,ego_ctrl_27
control,4,7.150426635106976,ego_ctrl_28
control,4,6.527585216397705,ego_ctrl_29
control,4,4.7511692855739245,ego_ctrl_30
control,4,9.504020706,ego_ctrl_31
control,4,4.079596769924997,ego_ctrl_32
control,4,7.436429621260069,ego_ctrl_33
control,4,2.8204958984225383,ego_ctrl_34
control,4,8.397452981583596,ego_ctrl_35
control,4,4.888302333349834,ego_ctrl_36
control,4,7.986007943,ego_ctrl_37
control,4,5.02551251,ego_ctrl_38
control,4,8.308069480139405,ego_ctrl_39
control,4,5.646181649706894,ego_ctrl_40
control,4,7.219077750872394,ego_ctrl_41
control,4,8.228602858,ego_ctrl_42
control,4,8.210329728237308,ego_ctrl_43
control,4,8.254892861225875,ego_ctrl_44
control,4,12.939480089118506,ego_ctrl_45
control,4,7.388108767419583,ego_ctrl_46
control,4,10.76255873164203,ego_ctrl_47
control,4,5.942298277847646,ego_ctrl_48
control,4,7.413714723255954,ego_ctrl_49
control,4,4.3160328362265155,ego_ctrl_50
control,4,5.240641862269274,ego_ctrl_51
control,4,5.484660212829878,ego_ctrl_52
control,4,9.683593421294743,ego_ctrl_53
control,4,5.49071631,ego_ctrl_54
control,4,6.6418929657733266,ego_ctrl_55
control,4,5.9416398416494225,ego_ctrl_56
control,4,7.382445687,ego_ctrl_57
control,4,3.4191093008095823,ego_ctrl_58
control,4,9.38583734,ego_ctrl_59
control,4,8.503051431235766,ego_ctrl_60
control,4,11.807285455643662,ego_ctrl_61
control,4,6.637496187890827,ego_ctrl_62
control,4,10.053157100628152,ego_ctrl_63
control,4,4.633637072607453,ego_ctrl_64
control,4,7.974195023972392,ego_ctrl_65
control,4,11.211547485253485,ego_ctrl_66
control,4,8.950670093415589,ego_ctrl_67
control,4,12.190958144188096,ego_ctrl_68
control,4,5.980696607760638,ego_ctrl_69
control,4,9.34737351,ego_ctrl_70
control,4,13.631110368861544,ego_ctrl_71
control,4,3.7079028179971374,ego_ctrl_72
control,4,7.712178852628604,ego_ctrl_73
control,4,11.549164999544388,ego_ctrl_74
control,4,5.756905432257449,ego_ctrl_75
control,4,10.11147855635609,ego_ctrl_76
control,4,9.431656607,ego_ctrl_77
control,4,9.728108321,ego_ctrl_78
control,4,7.837895162795656,ego_ctrl_79
control,4,7.228412711512188,ego_ctrl_80
control,4,6.330418982788108,ego_ctrl_81
control,4,5.748549574530856,ego_ctrl_82
control,4,8.135068281888369,ego_ctrl_83
control,4,6.683009407,ego_ctrl_84
control,4,5.035341263447596,ego_ctrl_85
control,4,6.096742513073285,ego_ctrl_86
control,4,4.5322703802637285,ego_ctrl_87
control,4,8.454530403797609,ego_ctrl_88
control,4,11.421030612352803,ego_ctrl_89
control,4,5.422920107045684,ego_ctrl_90
control,4,8.424302441877085,ego_ctrl_91
control,4,8.938790593076945,ego_ctrl_92
control,4,8.521846176277773,ego_ctrl_93
control,4,5.767135774545309,ego_ctrl_94
control,4,5.2543014268743224,ego_ctrl_95
control,4,6.507556151503113,ego_ctrl_96
control,4,7.184829817179164,ego_ctrl_97
control,4,4.354440549,ego_ctrl_98
control,4,8.312016532,ego_ctrl_99
control,4,10.603677257070938,ego_ctrl_100
control,4,4.772883374004548,ego_ctrl_101
control,4,12.490049743695696,ego_ctrl_102
control,4,5.403124102512002,ego_ctrl_103
control,4,8.251750402144452,ego_ctrl_104
control,4,7.830708761722228,ego_ctrl_105
control,4,7.119109154518691,ego_ctrl_106
control,4,14.109903220970256,ego_ctrl_107
control,4,4.084784721590286,ego_ctrl_108
control,4,7.282980391514385,ego_ctrl_109
control,4,6.397956352371707,ego_ctrl_110
control,4,5.3329375985876135,ego_ctrl_111
control,4,1,ego_ctrl_112
control,4,8.590176427970686,ego_ctrl_113
control,4,5.698526961808359,ego_ctrl_114
control,4,6.612095481765293,ego_ctrl_115
control,4,7.326454626174932,ego_ctrl_116
control,4,5.273469289215759,ego_ctrl_117
control,4,5.722846221719068,ego_ctrl_118
control,4,8.223755192229392,ego_ctrl_119
control,4,6.259252257445647,ego_ctrl_120
control,4,8.370678840934053,ego_ctrl_121
control,4,7.744088909018345,ego_ctrl_122
control,4,5.694657823250707,ego_ctrl_123
control,4,4.759828997885091,ego_ctrl_124
control,4,5.612345259,ego_ctrl_125
control,4,5.111128935392127,ego_ctrl_126
control,4,3.9486985907666865,ego_ctrl_127
control,4,6.205708896363682,ego_ctrl_128
control,4,9.628564103560809,ego_ctrl_129
control,4,15.587023475656366,ego_ctrl_130
control,4,6.148092021602432,ego_ctrl_131
control,4,5.997912536630955,ego_ctrl_132
control,4,6.711787234493865,ego_ctrl_133
control,4,10.912466761831126,ego_ctrl_134
control,4,5.436420406539321,ego_ctrl_135
control,4,6.241614156852657,ego_ctrl_136
control,4,4.921614346607438,ego_ctrl_137
control,4,5.075800242750424,ego_ctrl_138
control,4,7.988008240190402,ego_ctrl_139
control,4,4.015000170207539,ego_ctrl_140
control,4,7.062415275164223,ego_ctrl_141
control,4,0,ego_ctrl_142
control,4,7.019857199668486,ego_ctrl_143
control,4,7.026551950765718,ego_ctrl_144
control,4,6.7963997687095254,ego_ctrl_145
control,4,4.7568200996327885,ego_ctrl_146
control,4,6.287139438828906,ego_ctrl_147
control,4,9.582275753358177,ego_ctrl_148
control,4,9.473597992367242,ego_ctrl_149
control,4,4.150826463135564,ego_ctrl_150
control,4,8.812316309154607,ego_ctrl_151
control,4,7.001580219641861,ego_ctrl_152
control,4,1.9514570374250857,ego_ctrl_153
control,4,0,ego_ctrl_154
control,4,3.941103540047197,ego_ctrl_155
control,4,4.637567241486464,ego_ctrl_156
control,4,3.6455080727859497,ego_ctrl_157
control,4,2.1012187239002196,ego_ctrl_158
control,4,8.410155322484526,ego_ctrl_159
control,4,5.103109429696067,ego_ctrl_160
control,4,6.851139214109718,ego_ctrl_161
control,4,0,ego_ctrl_162
control,4,8.821292560482192,ego_ctrl_163
control,4,8.819247934863043,ego_ctrl_164
control,4,3.565630873090884,ego_ctrl_165
control,4,8.215787785445158,ego_ctrl_166
control,4,8.096249391889437,ego_ctrl_167
control,4,3.461303691530604,ego_ctrl_168
control,4,8.096129144345271,ego_ctrl_169
control,4,8.359758479013921,ego_ctrl_170
control,4,6.760752591,ego_ctrl_171
control,4,7.193163424,ego_ctrl_172
control,4,8.960864042575587,ego_ctrl_173
control,4,4.641351577614934,ego_ctrl_174
control,4,6.4283974940439705,ego_ctrl_175
control,4,3.9541931392726424,ego_ctrl_176
control,4,7.641261072712755,ego_ctrl_177
control,4,5.310826854746518,ego_ctrl_178
control,4,6.330922313593059,ego_ctrl_179
control,4,0,ego_ctrl_180
treatment,4,15.442885645705324,ego_trt_1
treatment,4,5.320551056712178,ego_trt_2
treatment,4,8.953430319726547,ego_trt_3
treatment,4,11.563250267395723,ego_trt_4
treatment,4,10.86169139,ego_trt_5
treatment,4,7.696001289755157,ego_trt_6
treatment,4,7.418364222748316,ego_trt_7
treatment,4,12.898849422765988,ego_trt_8
treatment,4,10.82790218519257,ego_trt_9
treatment,4,8.550840660499553,ego_trt_10
treatment,4,9.531418024,ego_trt_11
treatment,4,3.904513536371725,ego_trt_12
treatment,4,8.576320364320487,ego_trt_13
treatment,4,6.365094069652818,ego_trt_14
treatment,4,6.984236454999515,ego_trt_15
treatment,4,10.319481547324315,ego_trt_16
treatment,4,8.003747636377359,ego_trt_17
treatment,4,7.416499965,ego_trt_18
treatment,4,12.761250810902707,ego_trt_19
treatment,4,5.0909090016514815,ego_trt_20
treatment,4,6.965731584204276,ego_trt_21
treatment,4,6.424872613062398,ego_trt_22
treatment,4,5.9081163771597165,ego_trt_23
treatment,4,6.813369803139539,ego_trt_24
treatment,4,6.939912323667331,ego_trt_25
treatment,4,6.264577819,ego_trt_26
treatment,4,13.918016782622017,ego_trt_27
treatment,4,6.176012685214291,ego_trt_28
treatment,4,13.777449964290142,ego_trt_29
treatment,4,11.351998837971292,ego_trt_30
treatment,4,4.880852332140112,ego_trt_31
treatment,4,7.556222307496533,ego_trt_32
treatment,4,6.087062503052956,ego_trt_33
treatment,4,6.6511610852654774,ego_trt_34
treatment,4,6.692227336573566,ego_trt_35
treatment,4,3.5972772595453018,ego_trt_36
treatment,4,9.306732220779324,ego_trt_37
treatment,4,5.2212472465011475,ego_trt_38
treatment,4,6.617896885571891,ego_trt_39
treatment,4,6.541473592216072,ego_trt_40
treatment,4,6.657919786187955,ego_trt_41
treatment,4,9.086093268663475,ego_trt_42
treatment,4,8.770794753161931,ego_trt_43
treatment,4,4.5018912325487435,ego_trt_44
treatment,4,5.658428741531816,ego_trt_45
treatment,4,7.423157183142777,ego_trt_46
treatment,4,6.445260746108011,ego_trt_47
treatment,4,9.029299508,ego_trt_48
treatment,4,5.506908368651752,ego_trt_49
treatment,4,7.559855551989126,ego_trt_50
treatment,4,7.724179567787022,ego_trt_51
treatment,4,8.86892405,ego_trt_52
treatment,4,8.103122943059805,ego_trt_53
treatment,4,6.027949526957621,ego_trt_54
treatment,4,7.714513840107881,ego_trt_55
treatment,4,4.645439891673297,ego_trt_56
treatment,4,9.679662780139932,ego_trt_57
treatment,4,6.922578658084689,ego_trt_58
treatment,4,5.7118471310834735,ego_trt_59
treatment,4,8.452870645373062,ego_trt_60
treatment,4,8.215704960954668,ego_trt_61
treatment,4,7.490212355770564,ego_trt_62
treatment,4,11.89749994952618,ego_trt_63
treatment,4,5.891848066,ego_trt_64
treatment,4,10.663097463715086,ego_trt_65
treatment,4,6.0383869170967195,ego_trt_66
treatment,4,7.359304422754997,ego_trt_67
treatment,4,9.813518346,ego_trt_68
treatment,4,9.982964356,ego_trt_69
treatment,4,3.745599435241557,ego_trt_70
treatment,4,4.466448596683619,ego_trt_71
treatment,4,9.162189598706926,ego_trt_72
treatment,4,8.532925155813658,ego_trt_73
treatment,4,10.47700324630052,ego_trt_74
treatment,4,13.296124818426613,ego_trt_75
treatment,4,6.755475900755861,ego_trt_76
treatment,4,20.50578211129963,ego_trt_77
treatment,4,6.146744579725499,ego_trt_78
treatment,4,7.745271417012424,ego_trt_79
treatment,4,12.38959880645406,ego_trt_80
treatment,4,6.9053669597531435,ego_trt_81
treatment,4,6.8905786937243505,ego_trt_82
treatment,4,12.246232131646371,ego_trt_83
treatment,4,3.0894711011673808,ego_trt_84
treatment,4,5.207210526076383,ego_trt_85
treatment,4,4.357437720104041,ego_trt_86
treatment,4,10.277402769512738,ego_trt_87
treatment,4,10.530400436910234,ego_trt_88
treatment,4,6.861301733501252,ego_trt_89
treatment,4,9.595579949534065,ego_trt_90
treatment,4,5.584095298,ego_trt_91
treatment,4,5.894282004989236,ego_trt_92
treatment,4,8.671434950176033,ego_trt_93
treatment,4,8.828517172118634,ego_trt_94
treatment,4,6.521522457,ego_trt_95
treatment,4,5.556881148784395,ego_trt_96
treatment,4,9.280678702108514,ego_trt_97
treatment,4,5.048414126554512,ego_trt_98
treatment,4,6.695365529603015,ego_trt_99
treatment,4,10.332317271092428,ego_trt_100
treatment,4,7.743897704019677,ego_trt_101
treatment,4,9.038144329619854,ego_trt_102
treatment,4,11.31027816815476,ego_trt_103
treatment,4,5.077817507,ego_trt_104
treatment,4,4.609561336494654,ego_trt_105
treatment,4,5.388982052154047,ego_trt_106
treatment,4,4.613099917749711,ego_trt_107
treatment,4,9.633623029,ego_trt_108
treatment,4,7.345939459159561,ego_trt_109
treatment,4,6.374792817006128,ego_trt_110
treatment,4,4.217743695658497,ego_trt_111
treatment,4,8.275089975,ego_trt_112
treatment,4,3.492938787122323,ego_trt_113
treatment,4,5.891754210486914,ego_trt_114
treatment,4,5.316098859700767,ego_trt_115
treatment,4,8.412867881529172,ego_trt_116
treatment,4,6.062600023796666,ego_trt_117
treatment,4,7.23182912,ego_trt_118
treatment,4,5.323603956269692,ego_trt_119
treatment,4,6.106941841,ego_trt_120
treatment,4,0,ego_trt_121
treatment,4,6.341060270794709,ego_trt_122
treatment,4,2.5098288593157623,ego_trt_123
treatment,4,9.801654505261135,ego_trt_124
treatment,4,5.497151054,ego_trt_125
treatment,4,7.478375946265156,ego_trt_126
treatment,4,10.471695481543708,ego_trt_127
treatment,4,7.424230751,ego_trt_128
treatment,4,3.0691976176654716,ego_trt_129
treatment,4,10.333968606901315,ego_trt_130
treatment,4,12.034831098731956,ego_trt_131
treatment,4,9.323265538262849,ego_trt_132
treatment,4,8.852351867,ego_trt_133
treatment,4,3.719340091824333,ego_trt_134
treatment,4,3.8143648,ego_trt_135
treatment,4,5.910293612900945,ego_trt_136
treatment,4,7.851163311,ego_trt_137
treatment,4,7.092008773348138,ego_trt_138
treatment,4,8.037676173880556,ego_trt_139
treatment,4,11.758044294934315,ego_trt_140
treatment,4,8.592263836,ego_trt_141
treatment,4,10.242819408886932,ego_trt_142
treatment,4,3.5271035811251714,ego_trt_143
treatment,4,3.1633057895251486,ego_trt_144
treatment,4,7.208680527035219,ego_trt_145
treatment,4,7.194102897551527,ego_trt_146
treatment,4,10.137998518579254,ego_trt_147
treatment,4,9.601418087842896,ego_trt_148
treatment,4,5.040337363122555,ego_trt_149
treatment,4,4.009037182284424,ego_trt_150
treatment,4,4.886751401563056,ego_trt_151
treatment,4,4.400053684655624,ego_trt_152
treatment,4,5.627178193609854,ego_trt_153
treatment,4,6.553700586033464,ego_trt_154
treatment,4,7.165236322,ego_trt_155
treatment,4,6.736231904752149,ego_trt_156
treatment,4,4.782449988869227,ego_trt_157
treatment,4,4.371755467511112,ego_trt_158
treatment,4,9.157418766442891,ego_trt_159
treatment,4,11.674964545181307,ego_trt_160
treatment,4,4.640217363554202,ego_trt_161
treatment,4,6.601471029640972,ego_trt_162
treatment,4,8.518349574,ego_trt_163
treatment,4,7.606872075934185,ego_trt_164
treatment,4,5.682236514208857,ego_trt_165
treatment,4,7.203141800336542,ego_trt_166
treatment,4,8.883820810744789,ego_trt_167
treatment,4,4.758501148291435,ego_trt_168
treatment,4,4.444002564,ego_trt_169
treatment,4,7.497247813565722,ego_trt_170
treatment,4,5.576672379318241,ego_trt_171
treatment,4,3.5638733250361785,ego_trt_172
treatment,4,6.1493047907672915,ego_trt_173
treatment,4,4.9745611195204145,ego_trt_174
treatment,4,8.597951408959783,ego_trt_175
treatment,4,8.474243278169862,ego_trt_176
treatment,4,10.99369050017028,ego_trt_177
treatment,4,8.046348278,ego_trt_178
treatment,4,3.1650771265120743,ego_trt_179
treatment,4,6.643307271276166,ego_trt_180
control,5,8.287822693645376,ego_ctrl_1
control,5,3.8061819812408655,ego_ctrl_2
control,5,4.398815132134082,ego_ctrl_3
control,5,4.01161384,ego_ctrl_4
control,5,6.1831246228536685,ego_ctrl_5
control,5,5.421548477770048,ego_ctrl_6
control,5,3.0829223623461486,ego_ctrl_7
control,5,4.658857001798912,ego_ctrl_8
control,5,5.572902139504875,ego_ctrl_9
control,5,2.146998302906174,ego_ctrl_10
control,5,6.632103321,ego_ctrl_11
control,5,1.6999836924007257,ego_ctrl_12
control,5,4.948782894019471,ego_ctrl_13
control,5,3.753797512776536,ego_ctrl_14
control,5,3.5112176223653124,ego_ctrl_15
control,5,6.767016176261566,ego_ctrl_16
control,5,2.1022300310420103,ego_ctrl_17
control,5,2.383607553372982,ego_ctrl_18
control,5,9.698960915589568,ego_ctrl_19
control,5,5.202665982,ego_ctrl_20
control,5,8.570597723,ego_ctrl_21
control,5,6.839088855756939,ego_ctrl_22
control,5,4.484483806761705,ego_ctrl_23
control,5,8.147868469,ego_ctrl_24
control,5,9.892719323065863,ego_ctrl_25
control,5,3.0857556019220453,ego_ctrl_26
control,5,6.302272161102875,ego_ctrl_27
control,5,9.818615944264138,ego_ctrl_28
control,5,7.571286642483711,ego_ctrl_29
control,5,3.6014480566922416,ego_ctrl_30
control,5,8.350767157562792,ego_ctrl_31
control,5,9.941784632165032,ego_ctrl_32
control,5,10.229575011866572,ego_ctrl_33
control,5,4.4349063828473705,ego_ctrl_34
control,5,5.674934977,ego_ctrl_35
control,5,7.848209944674344,ego_ctrl_36
control,5,5.32429738,ego_ctrl_37
control,5,6.829443615432239,ego_ctrl_38
control,5,3.3214620273827675,ego_ctrl_39
control,5,5.4710772243641745,ego_ctrl_40
control,5,8.085774782,ego_ctrl_41
control,5,9.234736020735896,ego_ctrl_42
control,5,8.890379425,ego_ctrl_43
control,5,5.529738948309717,ego_ctrl_44
control,5,11.647298253196244,ego_ctrl_45
control,5,9.221269584261965,ego_ctrl_46
control,5,9.859206882128502,ego_ctrl_47
control,5,8.083574017979103,ego_ctrl_48
control,5,8.211972755116077,ego_ctrl_49
control,5,5.066730390810324,ego_ctrl_50
control,5,8.468706116,ego_ctrl_51
control,5,7.193796254635983,ego_ctrl_52
control,5,8.253153464698554,ego_ctrl_53
control,5,7.019951422892808,ego_ctrl_54
control,5,3.8701576789101217,ego_ctrl_55
control,5,7.687381650352664,ego_ctrl_56
control,5,8.729115092,ego_ctrl_57
control,5,5.838011543127005,ego_ctrl_58
control,5,9.385424554993309,ego_ctrl_59
control,5,7.479934749091729,ego_ctrl_60
control,5,11.478848793110304,ego_ctrl_61
control,5,5.973671376104158,ego_ctrl_62
control,5,5.819166858709661,ego_ctrl_63
control,5,4.362702866803946,ego_ctrl_64
control,5,6.885444834697267,ego_ctrl_65
control,5,9.795568253,ego_ctrl_66
control,5,7.0865669300853025,ego_ctrl_67
control,5,5.167266146341001,ego_ctrl_68
control,5,8.308480239838877,ego_ctrl_69
control,5,7.829158226461773,ego_ctrl_70
control,5,13.399726361958262,ego_ctrl_71
control,5,0,ego_ctrl_72
control,5,6.825796072054456,ego_ctrl_73
control,5,15.322774860427277,ego_ctrl_74
control,5,7.207164609018835,ego_ctrl_75
control,5,12.25085446436403,ego_ctrl_76
control,5,7.014783776654511,ego_ctrl_77
control,5,5.648597427,ego_ctrl_78
control,5,4.883813895915976,ego_ctrl_79
control,5,8.888022233197827,ego_ctrl_80
control,5,4.048750804029918,ego_ctrl_81
control,5,7.9945885819753695,ego_ctrl_82
control,5,11.065041118225226,ego_ctrl_83
control,5,5.685006352551902,ego_ctrl_84
control,5,8.087282685046624,ego_ctrl_85
control,5,6.6802789337134225,ego_ctrl_86
control,5,7.761132650326838,ego_ctrl_87
control,5,7.349248601214299,ego_ctrl_88
control,5,15.857499937569896,ego_ctrl_89
control,5,9.486727609,ego_ctrl_90
control,5,8.118812860436812,ego_ctrl_91
control,5,0,ego_ctrl_92
control,5,5.126272148934592,ego_ctrl_93
control,5,9.007605286033469,ego_ctrl_94
control,5,8.945059531696796,ego_ctrl_95
control,5,11.576749090185082,ego_ctrl_96
control,5,2.748490948422545,ego_ctrl_97
control,5,8.768528875546092,ego_ctrl_98
control,5,6.710116635364992,ego_ctrl_99
control,5,10.050510526176136,ego_ctrl_100
control,5,6.823903510938207,ego_ctrl_101
control,5,10.255935056124144,ego_ctrl_102
control,5,6.253836492,ego_ctrl_103
control,5,6.975523522502443,ego_ctrl_104
control,5,7.038119862168107,ego_ctrl_105
control,5,6.535226991169209,ego_ctrl_106
control,5,12.86951374010539,ego_ctrl_107
control,5,7.941953951,ego_ctrl_108
control,5,7.932604145340008,ego_ctrl_109
control,5,6.103105048602643,ego_ctrl_110
control,5,6.057538917057978,ego_ctrl_111
control,5,7.242788371163583,ego_ctrl_112
control,5,7.6435125576390766,ego_ctrl_113
control,5,4.243553008736218,ego_ctrl_114
control,5,8.924910777300875,ego_ctrl_115
control,5,4.970668056176626,ego_ctrl_116
control,5,7.592210009125015,ego_ctrl_117
control,5,4.129694720693272,ego_ctrl_118
control,5,8.029921983091697,ego_ctrl_119
control,5,3.7967414601041334,ego_ctrl_120
control,5,7.106084411961978,ego_ctrl_121
control,5,6.215392704905704,ego_ctrl_122
control,5,5.469983806229417,ego_ctrl_123
control,5,1.7107256468377725,ego_ctrl_124
control,5,4.2117912131424955,ego_ctrl_125
control,5,6.742828175435759,ego_ctrl_126
control,5,6.747236298591577,ego_ctrl_127
control,5,8.844909262437639,ego_ctrl_128
control,5,9.813667407433346,ego_ctrl_129
control,5,9.629637998658508,ego_ctrl_130
control,5,4.917738944578541,ego_ctrl_131
control,5,6.545204362610878,ego_ctrl_132
control,5,6.222143540920465,ego_ctrl_133
control,5,10.134113396752774,ego_ctrl_134
control,5,5.776099005458152,ego_ctrl_135
control,5,7.081420875205275,ego_ctrl_136
control,5,7.4151719069637965,ego_ctrl_137
control,5,7.62347732,ego_ctrl_138
control,5,11.618545858116402,ego_ctrl_139
control,5,5.389848619080582,ego_ctrl_140
control,5,10.005339034975387,ego_ctrl_141
control,5,0,ego_ctrl_142
control,5,7.8895223004218975,ego_ctrl_143
control,5,7.650384726438145,ego_ctrl_144
control,5,7.283392586598724,ego_ctrl_145
control,5,4.117571449245101,ego_ctrl_146
control,5,7.952459387,ego_ctrl_147
control,5,5.592495168,ego_ctrl_148
control,5,9.569948660581357,ego_ctrl_149
control,5,4.973671006304832,ego_ctrl_150
control,5,9.521720830402392,ego_ctrl_151
control,5,4.136880378017592,ego_ctrl_152
control,5,3.303675451737044,ego_ctrl_153
control,5,4.3488884354330875,ego_ctrl_154
control,5,5.465478732732004,ego_ctrl_155
control,5,4.198653165,ego_ctrl_156
control,5,1,ego_ctrl_157
control,5,2.626891345068024,ego_ctrl_158
control,5,12.869560246961887,ego_ctrl_159
control,5,7.877315401,ego_ctrl_160
control,5,8.018893782,ego_ctrl_161
control,5,2.2024223318498626,ego_ctrl_162
control,5,7.307200199654122,ego_ctrl_163
control,5,5.574438244,ego_ctrl_164
control,5,3.900925948805684,ego_ctrl_165
control,5,9.425150864100347,ego_ctrl_166
control,5,8.197993874520694,ego_ctrl_167
control,5,2.8143996548678145,ego_ctrl_168
control,5,7.583631561130392,ego_ctrl_169
control,5,11.54191848408124,ego_ctrl_170
control,5,7.267677443406706,ego_ctrl_171
control,5,7.992482940959539,ego_ctrl_172
control,5,9.535535226570008,ego_ctrl_173
control,5,1.7228157397556685,ego_ctrl_174
control,5,8.170248963653385,ego_ctrl_175
control,5,4.704736182091361,ego_ctrl_176
control,5,6.279077001509691,ego_ctrl_177
control,5,5.913611816761237,ego_ctrl_178
control,5,5.132094436551219,ego_ctrl_179
control,5,5.787724954152745,ego_ctrl_180
treatment,5,15.483464931511488,ego_trt_1
treatment,5,5.438309302418918,ego_trt_2
treatment,5,10.914374942680444,ego_trt_3
treatment,5,9.018159433818916,ego_trt_4
treatment,5,4.408473802196932,ego_trt_5
treatment,5,9.727062431835408,ego_trt_6
treatment,5,9.141988397148696,ego_trt_7
treatment,5,10.357879953249649,ego_trt_8
treatment,5,13.95935959493588,ego_trt_9
treatment,5,13.875862554964376,ego_trt_10
treatment,5,11.336804146252003,ego_trt_11
treatment,5,4.991003419254971,ego_trt_12
treatment,5,8.976489053642872,ego_trt_13
treatment,5,8.160522145363036,ego_trt_14
treatment,5,6.002058567747683,ego_trt_15
treatment,5,9.044521091,ego_trt_16
treatment,5,14.074387663061753,ego_trt_17
treatment,5,10.977232166583942,ego_trt_18
treatment,5,5.626802411691986,ego_trt_19
treatment,5,4.894456718401514,ego_trt_20
treatment,5,7.334512806470692,ego_trt_21
