condition,networksize,gini
treatment,10,0.4
treatment,11,0.3787878787878788
treatment,12,0.4027777777777778
treatment,13,0.4230769230769231
treatment,14,0.4166666666666667
treatment,15,0.4
treatment,16,0.4166666666666667
treatment,17,0.37254901960784315
treatment,18,0.3888888888888889
treatment,1,0
treatment,2,0
treatment,3,0.13333333333333333
treatment,4,0.15
treatment,5,0.24
treatment,6,0.23333333333333334
treatment,7,0.22857142857142856
treatment,8,0.2708333333333333
treatment,9,0.3148148148148148
treatment,10,0.3333333333333333
treatment,11,0.36363636363636365
treatment,12,0.375
treatment,13,0.3974358974358974
treatment,14,0.34523809523809523
treatment,15,0.32222222222222224
treatment,16,0.28125
treatment,17,0.2549019607843137
treatment,18,0.25925925925925924
treatment,1,0
treatment,2,0
treatment,3,0.13333333333333333
treatment,4,0.25
treatment,5,0.16
treatment,6,0.2222222222222222
treatment,7,0.19047619047619047
treatment,8,0.1875
treatment,9,0.16666666666666666
treatment,10,0.2
treatment,11,0.21212121212121213
treatment,12,0.25
treatment,13,0.28205128205128205
treatment,14,0.21428571428571427
treatment,15,0.23333333333333334
treatment,16,0.21875
treatment,17,0.24509803921568626
treatment,18,0.23148148148148148
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.25
treatment,5,0.24
treatment,6,0.3
treatment,7,0.3142857142857143
treatment,8,0.3125
treatment,9,0.2777777777777778
treatment,10,0.3
treatment,11,0.2727272727272727
treatment,12,0.3055555555555556
treatment,13,0.3333333333333333
treatment,14,0.32142857142857145
treatment,15,0.3
treatment,16,0.25
treatment,17,0.2647058823529412
treatment,18,0.25
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.32
treatment,6,0.3
treatment,7,0.34285714285714286
treatment,8,0.225
treatment,9,0.17777777777777778
treatment,10,0.22
treatment,11,0.23636363636363633
treatment,12,0.26666666666666666
treatment,13,0.26153846153846155
treatment,14,0.2714285714285714
treatment,15,0.25333333333333335
treatment,16,0.3229166666666667
treatment,17,0.3333333333333333
treatment,18,0.3333333333333333
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.1875
treatment,5,0.25
treatment,6,0.25
treatment,7,0.2857142857142857
treatment,8,0.3
treatment,9,0.3148148148148148
treatment,10,0.35
treatment,11,0.3333333333333333
treatment,12,0.3611111111111111
treatment,13,0.3717948717948718
treatment,14,0.3333333333333333
treatment,15,0.3333333333333333
treatment,16,0.2708333333333333
treatment,17,0.28431372549019607
treatment,18,0.28703703703703703
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.32
treatment,6,0.3333333333333333
treatment,7,0.3142857142857143
treatment,8,0.3125
treatment,9,0.3148148148148148
treatment,10,0.26666666666666666
treatment,11,0.30303030303030304
treatment,12,0.3055555555555556
treatment,13,0.2948717948717949
treatment,14,0.2857142857142857
treatment,15,0.26666666666666666
treatment,16,0.21875
treatment,17,0.23529411764705882
treatment,18,0.24074074074074073
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0
treatment,4,0.15
treatment,5,0.16
treatment,6,0.13333333333333333
treatment,7,0.14285714285714285
treatment,8,0.125
treatment,9,0.15555555555555556
treatment,10,0.26666666666666666
treatment,11,0.30303030303030304
treatment,12,0.2916666666666667
treatment,13,0.2564102564102564
treatment,14,0.2619047619047619
treatment,15,0.26666666666666666
treatment,16,0.23958333333333334
treatment,17,0.21568627450980393
treatment,18,0.2222222222222222
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0
treatment,4,0.15
treatment,5,0.16
treatment,6,0.1
treatment,7,0.057142857
treatment,8,0.1875
treatment,9,0.2037037037037037
treatment,10,0.25
treatment,11,0.2727272727272727
treatment,12,0.2638888888888889
treatment,13,0.23076923076923078
treatment,14,0.23809523809523808
treatment,15,0.23333333333333334
treatment,16,0.20833333333333334
treatment,17,0.18627450980392157
treatment,18,0.21296296296296297
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0
treatment,4,0.15
treatment,5,0.16
treatment,6,0.25
treatment,7,0.30952380952380953
treatment,8,0.3125
treatment,9,0.2962962962962963
treatment,10,0.2833333333333333
treatment,11,0.3181818181818182
treatment,12,0.3472222222222222
treatment,13,0.34615384615384615
treatment,14,0.35714285714285715
treatment,15,0.35555555555555557
treatment,16,0.3125
treatment,17,0.30392156862745096
treatment,18,0.2962962962962963
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0
treatment,4,0.15
treatment,5,0.16
treatment,6,0.16666666666666666
treatment,7,0.17142857142857143
treatment,8,0.175
treatment,9,0.2222222222222222
treatment,10,0.26
treatment,11,0.2727272727272727
treatment,12,0.2833333333333333
treatment,13,0.3076923076923077
treatment,14,0.3
treatment,15,0.28
treatment,16,0.225
treatment,17,0.3235294117647059
treatment,18,0.3333333333333333
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.16666666666666666
treatment,4,0.16666666666666666
treatment,5,0.23333333333333334
treatment,6,0.3055555555555556
treatment,7,0.30952380952380953
treatment,8,0.3333333333333333
treatment,9,0.37037037037037035
treatment,10,0.38333333333333336
treatment,11,0.3787878787878788
treatment,12,0.3194444444444444
treatment,13,0.34615384615384615
treatment,14,0.30952380952380953
treatment,15,0.28888888888888886
treatment,16,0.28125
treatment,17,0.2549019607843137
treatment,18,0.2777777777777778
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.16
treatment,6,0.25
treatment,7,0.2619047619047619
treatment,8,0.3125
treatment,9,0.2962962962962963
treatment,10,0.3
treatment,11,0.3333333333333333
treatment,12,0.3333333333333333
treatment,13,0.3076923076923077
treatment,14,0.27380952380952384
treatment,15,0.28888888888888886
treatment,16,0.3125
treatment,17,0.29411764705882354
treatment,18,0.3055555555555556
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.24
treatment,6,0.26666666666666666
treatment,7,0.22857142857142856
treatment,8,0.225
treatment,9,0.26666666666666666
treatment,10,0.28
treatment,11,0.2909090909090909
treatment,12,0.21666666666666667
treatment,13,0.2
treatment,14,0.2857142857142857
treatment,15,0.26666666666666666
treatment,16,0.21875
treatment,17,0.19607843137254902
treatment,18,0.19444444444444445
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.26666666666666666
treatment,6,0.3333333333333333
treatment,7,0.35714285714285715
treatment,8,0.375
treatment,9,0.4074074074074074
treatment,10,0.4
treatment,11,0.42424242424242425
treatment,12,0.375
treatment,13,0.3717948717948718
treatment,14,0.38095238095238093
treatment,15,0.35555555555555557
treatment,16,0.3333333333333333
treatment,17,0.30392156862745096
treatment,18,0.2962962962962963
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.23333333333333334
treatment,6,0.3055555555555556
treatment,7,0.2619047619047619
treatment,8,0.2708333333333333
treatment,9,0.3148148148148148
treatment,10,0.3
treatment,11,0.3181818181818182
treatment,12,0.3055555555555556
treatment,13,0.28205128205128205
treatment,14,0.30952380952380953
treatment,15,0.3111111111111111
treatment,16,0.3229166666666667
treatment,17,0.29411764705882354
treatment,18,0.2962962962962963
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.25
treatment,5,0.3
treatment,6,0.3333333333333333
treatment,7,0.3333333333333333
treatment,8,0.3333333333333333
treatment,9,0.37037037037037035
treatment,10,0.38333333333333336
treatment,11,0.3787878787878788
treatment,12,0.3472222222222222
treatment,13,0.34615384615384615
treatment,14,0.34523809523809523
treatment,15,0.28888888888888886
treatment,16,0.22916666666666666
treatment,17,0.19607843137254902
treatment,18,0.16666666666666666
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.16666666666666666
treatment,5,0.3
treatment,6,0.3333333333333333
treatment,7,0.35714285714285715
treatment,8,0.28125
treatment,9,0.3055555555555556
treatment,10,0.325
treatment,11,0.39999999999999997
treatment,12,0.4305555555555556
treatment,13,0.41025641025641024
treatment,14,0.34523809523809523
treatment,15,0.3111111111111111
treatment,16,0.3333333333333333
treatment,17,0.29411764705882354
treatment,18,0.2777777777777778
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.1875
treatment,5,0.28
treatment,6,0.3333333333333333
treatment,7,0.37142857142857144
treatment,8,0.325
treatment,9,0.3111111111111111
treatment,10,0.34
treatment,11,0.3636363636363636
treatment,12,0.4027777777777778
treatment,13,0.41025641025641024
treatment,14,0.42857142857142855
treatment,15,0.35555555555555557
treatment,16,0.375
treatment,17,0.3333333333333333
treatment,18,0.2962962962962963
treatment,1,0
treatment,2,0
treatment,3,0.13333333333333333
treatment,4,0.15
treatment,5,0.16
treatment,6,0.23333333333333334
treatment,7,0.2857142857142857
treatment,8,0.275
treatment,9,0.28888888888888886
treatment,10,0.32
treatment,11,0.309090909
treatment,12,0.25
treatment,13,0.26153846153846155
treatment,14,0.2857142857142857
treatment,15,0.34444444444444444
treatment,16,0.34375
treatment,17,0.28431372549019607
treatment,18,0.24074074074074073
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.25
treatment,5,0.3
treatment,6,0.3333333333333333
treatment,7,0.38095238095238093
treatment,8,0.3541666666666667
treatment,9,0.3888888888888889
treatment,10,0.4166666666666667
treatment,11,0.4393939393939394
treatment,12,0.3888888888888889
treatment,13,0.358974359
treatment,14,0.35714285714285715
treatment,15,0.3111111111111111
treatment,16,0.3333333333333333
treatment,17,0.28431372549019607
treatment,18,0.25925925925925924
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.1875
treatment,5,0.15
treatment,6,0.20833333333333334
treatment,7,0.17857142857142858
treatment,8,0.15625
treatment,9,0.28888888888888886
treatment,10,0.3333333333333333
treatment,11,0.3181818181818182
treatment,12,0.25
treatment,13,0.2564102564102564
treatment,14,0.2857142857142857
treatment,15,0.2222222222222222
treatment,16,0.21875
treatment,17,0.17647058823529413
treatment,18,0.18518518518518517
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.1875
treatment,5,0.25
treatment,6,0.2916666666666667
treatment,7,0.21428571428571427
treatment,8,0.21875
treatment,9,0.35185185185185186
treatment,10,0.3
treatment,11,0.2727272727272727
treatment,12,0.2222222222222222
treatment,13,0.20512820512820512
treatment,14,0.23809523809523808
treatment,15,0.17777777777777778
treatment,16,0.16666666666666666
treatment,17,0.13725490196078433
treatment,18,0.14814814814814814
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.16666666666666666
treatment,5,0.2
treatment,6,0.2222222222222222
treatment,7,0.23809523809523808
treatment,8,0.34375
treatment,9,0.3055555555555556
treatment,10,0.34
treatment,11,0.4090909090909091
treatment,12,0.3194444444444444
treatment,13,0.3076923076923077
treatment,14,0.2976190476190476
treatment,15,0.2777777777777778
treatment,16,0.2708333333333333
treatment,17,0.2549019607843137
treatment,18,0.24074074074074073
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.16666666666666666
treatment,5,0.2
treatment,6,0.2222222222222222
treatment,7,0.23809523809523808
treatment,8,0.34375
treatment,9,0.42592592592592593
treatment,10,0.35
treatment,11,0.30303030303030304
treatment,12,0.2777777777777778
treatment,13,0.2564102564102564
treatment,14,0.25
treatment,15,0.2111111111111111
treatment,16,0.23958333333333334
treatment,17,0.20588235294117646
treatment,18,0.18518518518518517
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.16666666666666666
treatment,5,0.2
treatment,6,0.2222222222222222
treatment,7,0.23809523809523808
treatment,8,0.34375
treatment,9,0.42592592592592593
treatment,10,0.35
treatment,11,0.3484848484848485
treatment,12,0.2916666666666667
treatment,13,0.2948717948717949
treatment,14,0.32142857142857145
treatment,15,0.2777777777777778
treatment,16,0.25
treatment,17,0.23529411764705882
treatment,18,0.23148148148148148
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.16
treatment,6,0.16666666666666666
treatment,7,0.17142857142857143
treatment,8,0.25
treatment,9,0.2777777777777778
treatment,10,0.31666666666666665
treatment,11,0.2878787878787879
treatment,12,0.20833333333333334
treatment,13,0.14102564102564102
treatment,14,0.13095238095238096
treatment,15,0.12222222222222222
treatment,16,0.13541666666666666
treatment,17,0.14705882352941177
treatment,18,0.1574074074074074
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.16
treatment,6,0.16666666666666666
treatment,7,0.17142857142857143
treatment,8,0.25
treatment,9,0.2222222222222222
treatment,10,0.26666666666666666
treatment,11,0.2878787878787879
treatment,12,0.2777777777777778
treatment,13,0.20512820512820512
treatment,14,0.14285714285714285
treatment,15,0.14444444444444443
treatment,16,0.17708333333333334
treatment,17,0.16666666666666666
treatment,18,0.16666666666666666
treatment,1,0
treatment,2,0
treatment,3,0.2222222222222222
treatment,4,0.25
treatment,5,0.25
treatment,6,0.25
treatment,7,0.17857142857142858
treatment,8,0.3
treatment,9,0.2
treatment,10,0.2
treatment,11,0.1636363636363636
treatment,12,0.16666666666666666
treatment,13,0.2
treatment,14,0.2619047619047619
treatment,15,0.23333333333333334
treatment,16,0.22916666666666666
treatment,17,0.19607843137254902
treatment,18,0.17592592592592593
treatment,1,0
treatment,2,0
treatment,3,0
treatment,4,0.25
treatment,5,0.1
treatment,6,0.16666666666666666
treatment,7,0.22857142857142856
treatment,8,0.125
treatment,9,0.15555555555555556
treatment,10,0.2
treatment,11,0.19999999999999998
treatment,12,0.2777777777777778
treatment,13,0.28205128205128205
treatment,14,0.21428571428571427
treatment,15,0.18888888888888888
treatment,16,0.20833333333333334
treatment,17,0.19607843137254902
treatment,18,0.2037037037037037
treatment,1,0
treatment,2,0
treatment,3,0
treatment,4,0.25
treatment,5,0.1
treatment,6,0
treatment,7,0.071428571
treatment,8,0.175
treatment,9,0.17777777777777778
treatment,10,0.22
treatment,11,0.21818181818181814
treatment,12,0.2916666666666667
treatment,13,0.28205128205128205
treatment,14,0.21428571428571427
treatment,15,0.24444444444444444
treatment,16,0.2708333333333333
treatment,17,0.24509803921568626
treatment,18,0.24074074074074073
treatment,1,0
treatment,2,0
treatment,3,0.16666666666666666
treatment,4,0.25
treatment,5,0.28
treatment,6,0.3333333333333333
treatment,7,0.30952380952380953
treatment,8,0.2708333333333333
treatment,9,0.2962962962962963
treatment,10,0.26666666666666666
treatment,11,0.21212121212121213
treatment,12,0.1388888888888889
treatment,13,0.11538461538461539
treatment,14,0.095238095
treatment,15,0.12222222222222222
treatment,16,0.125
treatment,17,0.14705882352941177
treatment,18,0.1388888888888889
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.13333333333333333
treatment,4,0.16666666666666666
treatment,5,0.23333333333333334
treatment,6,0.3055555555555556
treatment,7,0.2619047619047619
treatment,8,0.22916666666666666
treatment,9,0.25925925925925924
treatment,10,0.25
treatment,11,0.19696969696969696
treatment,12,0.125
treatment,13,0.08974359
treatment,14,0.05952381
treatment,15,0.1
treatment,16,0.125
treatment,17,0.12745098039215685
treatment,18,0.14814814814814814
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.13333333333333333
treatment,4,0.16666666666666666
treatment,5,0.23333333333333334
treatment,6,0.25
treatment,7,0.21428571428571427
treatment,8,0.22916666666666666
treatment,9,0.24074074074074073
treatment,10,0.2
treatment,11,0.16666666666666666
treatment,12,0.1111111111111111
treatment,13,0.051282051
treatment,14,0.047619047619047616
treatment,15,0.055555556
treatment,16,0.041666666666666664
treatment,17,0.039215686
treatment,18,0.074074074
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.13333333333333333
treatment,4,0.15
treatment,5,0.16
treatment,6,0.1
treatment,7,0.14285714285714285
treatment,8,0.125
treatment,9,0.1111111111111111
treatment,10,0.23333333333333334
treatment,11,0.18181818181818182
treatment,12,0.18055555555555555
treatment,13,0.15384615384615385
treatment,14,0.15476190476190477
treatment,15,0.13333333333333333
treatment,16,0.15625
treatment,17,0.14705882352941177
treatment,18,0.16666666666666666
treatment,1,0
treatment,2,0.16666666666666666
treatment,3,0.13333333333333333
treatment,4,0.25
treatment,5,0.16
treatment,6,0.16666666666666666
treatment,7,0.17142857142857143
treatment,8,0.125
treatment,9,0.088888889
treatment,10,0.21666666666666667
treatment,11,0.18181818181818182
treatment,12,0.18055555555555555
treatment,13,0.16666666666666666
treatment,14,0.16666666666666666
treatment,15,0.15555555555555556
treatment,16,0.16666666666666666
treatment,17,0.1568627450980392
treatment,18,0.14814814814814814
